"";"LETO";"STATISTICNA_REGIJA";"SPOL";"STAROST";"PLACE"
"1988";2015;"Jugovzhodna Slovenija";"Skupaj";"55-64";1894
"1989";2016;"Jugovzhodna Slovenija";"Skupaj";"Skupaj";1662
"1990";2016;"Jugovzhodna Slovenija";"Skupaj";"15-64";1661
"1991";2016;"Jugovzhodna Slovenija";"Skupaj";"15-24";1184
"1992";2016;"Jugovzhodna Slovenija";"Skupaj";"25-34";1454
"1993";2016;"Jugovzhodna Slovenija";"Skupaj";"35-44";1690
"1994";2016;"Jugovzhodna Slovenija";"Skupaj";"45-54";1715
"1995";2016;"Jugovzhodna Slovenija";"Skupaj";"55-64";1909
"1996";2017;"Jugovzhodna Slovenija";"Skupaj";"Skupaj";1690
"1997";2017;"Jugovzhodna Slovenija";"Skupaj";"15-64";1688
"1998";2017;"Jugovzhodna Slovenija";"Skupaj";"15-24";1183
"1999";2017;"Jugovzhodna Slovenija";"Skupaj";"25-34";1471
"2000";2017;"Jugovzhodna Slovenija";"Skupaj";"35-44";1722
"2001";2017;"Jugovzhodna Slovenija";"Skupaj";"45-54";1750
"2002";2017;"Jugovzhodna Slovenija";"Skupaj";"55-64";1900
"2003";2018;"Jugovzhodna Slovenija";"Skupaj";"Skupaj";1751
"2004";2018;"Jugovzhodna Slovenija";"Skupaj";"15-64";1749
"2005";2018;"Jugovzhodna Slovenija";"Skupaj";"15-24";1232
"2006";2018;"Jugovzhodna Slovenija";"Skupaj";"25-34";1528
"2007";2018;"Jugovzhodna Slovenija";"Skupaj";"35-44";1787
"2008";2018;"Jugovzhodna Slovenija";"Skupaj";"45-54";1819
"2009";2018;"Jugovzhodna Slovenija";"Skupaj";"55-64";1950
"2010";2019;"Jugovzhodna Slovenija";"Skupaj";"Skupaj";1831
"2011";2019;"Jugovzhodna Slovenija";"Skupaj";"15-64";1829
"2012";2019;"Jugovzhodna Slovenija";"Skupaj";"15-24";1274
"2013";2019;"Jugovzhodna Slovenija";"Skupaj";"25-34";1592
"2014";2019;"Jugovzhodna Slovenija";"Skupaj";"35-44";1877
"2015";2019;"Jugovzhodna Slovenija";"Skupaj";"45-54";1913
"2016";2019;"Jugovzhodna Slovenija";"Skupaj";"55-64";2033
"2017";2008;"Osrednjeslovenska";"moški";"Skupaj";1665
"2018";2008;"Osrednjeslovenska";"moški";"15-64";1657
"2019";2008;"Osrednjeslovenska";"moški";"15-24";920
"2020";2008;"Osrednjeslovenska";"moški";"25-34";1423
"2021";2008;"Osrednjeslovenska";"moški";"35-44";1756
"2022";2008;"Osrednjeslovenska";"moški";"45-54";1729
"2023";2008;"Osrednjeslovenska";"moški";"55-64";1963
"2024";2009;"Osrednjeslovenska";"moški";"Skupaj";1697
"2025";2009;"Osrednjeslovenska";"moški";"15-64";1688
"2026";2009;"Osrednjeslovenska";"moški";"15-24";935
"2027";2009;"Osrednjeslovenska";"moški";"25-34";1430
"2028";2009;"Osrednjeslovenska";"moški";"35-44";1792
"2029";2009;"Osrednjeslovenska";"moški";"45-54";1782
"2030";2009;"Osrednjeslovenska";"moški";"55-64";2029
"2031";2010;"Osrednjeslovenska";"moški";"Skupaj";1770
"2032";2010;"Osrednjeslovenska";"moški";"15-64";1760
"2033";2010;"Osrednjeslovenska";"moški";"15-24";1000
"2034";2010;"Osrednjeslovenska";"moški";"25-34";1481
"2035";2010;"Osrednjeslovenska";"moški";"35-44";1866
"2036";2010;"Osrednjeslovenska";"moški";"45-54";1851
"2037";2010;"Osrednjeslovenska";"moški";"55-64";2137
"2038";2011;"Osrednjeslovenska";"moški";"Skupaj";1815
"2039";2011;"Osrednjeslovenska";"moški";"15-64";1804
"2040";2011;"Osrednjeslovenska";"moški";"15-24";1044
"2041";2011;"Osrednjeslovenska";"moški";"25-34";1499
"2042";2011;"Osrednjeslovenska";"moški";"35-44";1907
"2043";2011;"Osrednjeslovenska";"moški";"45-54";1900
"2044";2011;"Osrednjeslovenska";"moški";"55-64";2164
"2045";2012;"Osrednjeslovenska";"moški";"Skupaj";1838
"2046";2012;"Osrednjeslovenska";"moški";"15-64";1829
"2047";2012;"Osrednjeslovenska";"moški";"15-24";1051
"2048";2012;"Osrednjeslovenska";"moški";"25-34";1507
"2049";2012;"Osrednjeslovenska";"moški";"35-44";1948
"2050";2012;"Osrednjeslovenska";"moški";"45-54";1929
"2051";2012;"Osrednjeslovenska";"moški";"55-64";2167
"2052";2013;"Osrednjeslovenska";"moški";"Skupaj";1834
"2053";2013;"Osrednjeslovenska";"moški";"15-64";1826
"2054";2013;"Osrednjeslovenska";"moški";"15-24";1067
"2055";2013;"Osrednjeslovenska";"moški";"25-34";1489
"2056";2013;"Osrednjeslovenska";"moški";"35-44";1933
"2057";2013;"Osrednjeslovenska";"moški";"45-54";1938
"2058";2013;"Osrednjeslovenska";"moški";"55-64";2103
"2059";2014;"Osrednjeslovenska";"moški";"Skupaj";1857
"2060";2014;"Osrednjeslovenska";"moški";"15-64";1849
"2061";2014;"Osrednjeslovenska";"moški";"15-24";1112
"2062";2014;"Osrednjeslovenska";"moški";"25-34";1506
"2063";2014;"Osrednjeslovenska";"moški";"35-44";1946
"2064";2014;"Osrednjeslovenska";"moški";"45-54";1964
"2065";2014;"Osrednjeslovenska";"moški";"55-64";2081
"2066";2015;"Osrednjeslovenska";"moški";"Skupaj";1889
"2067";2015;"Osrednjeslovenska";"moški";"15-64";1879
"2068";2015;"Osrednjeslovenska";"moški";"15-24";1133
"2069";2015;"Osrednjeslovenska";"moški";"25-34";1511
"2070";2015;"Osrednjeslovenska";"moški";"35-44";1983
"2071";2015;"Osrednjeslovenska";"moški";"45-54";2004
"2072";2015;"Osrednjeslovenska";"moški";"55-64";2086
"2073";2016;"Osrednjeslovenska";"moški";"Skupaj";1916
"2074";2016;"Osrednjeslovenska";"moški";"15-64";1905
"2075";2016;"Osrednjeslovenska";"moški";"15-24";1149
"2076";2016;"Osrednjeslovenska";"moški";"25-34";1526
"2077";2016;"Osrednjeslovenska";"moški";"35-44";1994
"2078";2016;"Osrednjeslovenska";"moški";"45-54";2053
"2079";2016;"Osrednjeslovenska";"moški";"55-64";2100
"2080";2017;"Osrednjeslovenska";"moški";"Skupaj";1938
"2081";2017;"Osrednjeslovenska";"moški";"15-64";1928
"2082";2017;"Osrednjeslovenska";"moški";"15-24";1165
"2083";2017;"Osrednjeslovenska";"moški";"25-34";1554
"2084";2017;"Osrednjeslovenska";"moški";"35-44";1995
"2085";2017;"Osrednjeslovenska";"moški";"45-54";2091
"2086";2017;"Osrednjeslovenska";"moški";"55-64";2125
"2087";2018;"Osrednjeslovenska";"moški";"Skupaj";2006
"2088";2018;"Osrednjeslovenska";"moški";"15-64";1996
"2089";2018;"Osrednjeslovenska";"moški";"15-24";1219
"2090";2018;"Osrednjeslovenska";"moški";"25-34";1632
"2091";2018;"Osrednjeslovenska";"moški";"35-44";2058
"2092";2018;"Osrednjeslovenska";"moški";"45-54";2176
"2093";2018;"Osrednjeslovenska";"moški";"55-64";2176
"2094";2019;"Osrednjeslovenska";"moški";"Skupaj";2076
"2095";2019;"Osrednjeslovenska";"moški";"15-64";2064
"2096";2019;"Osrednjeslovenska";"moški";"15-24";1266
"2097";2019;"Osrednjeslovenska";"moški";"25-34";1708
"2098";2019;"Osrednjeslovenska";"moški";"35-44";2133
"2099";2019;"Osrednjeslovenska";"moški";"45-54";2258
"2100";2019;"Osrednjeslovenska";"moški";"55-64";2233
"2101";2008;"Osrednjeslovenska";"ženske";"Skupaj";1568
"2102";2008;"Osrednjeslovenska";"ženske";"15-64";1567
"2103";2008;"Osrednjeslovenska";"ženske";"15-24";907
"2104";2008;"Osrednjeslovenska";"ženske";"25-34";1352
"2105";2008;"Osrednjeslovenska";"ženske";"35-44";1600
"2106";2008;"Osrednjeslovenska";"ženske";"45-54";1601
"2107";2008;"Osrednjeslovenska";"ženske";"55-64";2079
"2108";2009;"Osrednjeslovenska";"ženske";"Skupaj";1653
"2109";2009;"Osrednjeslovenska";"ženske";"15-64";1651
"2110";2009;"Osrednjeslovenska";"ženske";"15-24";940
"2111";2009;"Osrednjeslovenska";"ženske";"25-34";1387
"2112";2009;"Osrednjeslovenska";"ženske";"35-44";1693
"2113";2009;"Osrednjeslovenska";"ženske";"45-54";1707
"2114";2009;"Osrednjeslovenska";"ženske";"55-64";2203
"2115";2010;"Osrednjeslovenska";"ženske";"Skupaj";1704
"2116";2010;"Osrednjeslovenska";"ženske";"15-64";1703
"2117";2010;"Osrednjeslovenska";"ženske";"15-24";978
"2118";2010;"Osrednjeslovenska";"ženske";"25-34";1426
"2119";2010;"Osrednjeslovenska";"ženske";"35-44";1749
"2120";2010;"Osrednjeslovenska";"ženske";"45-54";1761
"2121";2010;"Osrednjeslovenska";"ženske";"55-64";2242
"2122";2011;"Osrednjeslovenska";"ženske";"Skupaj";1741
"2123";2011;"Osrednjeslovenska";"ženske";"15-64";1739
"2124";2011;"Osrednjeslovenska";"ženske";"15-24";1011
"2125";2011;"Osrednjeslovenska";"ženske";"25-34";1436
"2126";2011;"Osrednjeslovenska";"ženske";"35-44";1783
"2127";2011;"Osrednjeslovenska";"ženske";"45-54";1804
"2128";2011;"Osrednjeslovenska";"ženske";"55-64";2206
"2129";2012;"Osrednjeslovenska";"ženske";"Skupaj";1753
"2130";2012;"Osrednjeslovenska";"ženske";"15-64";1751
"2131";2012;"Osrednjeslovenska";"ženske";"15-24";1005
"2132";2012;"Osrednjeslovenska";"ženske";"25-34";1436
"2133";2012;"Osrednjeslovenska";"ženske";"35-44";1804
"2134";2012;"Osrednjeslovenska";"ženske";"45-54";1815
"2135";2012;"Osrednjeslovenska";"ženske";"55-64";2187
"2136";2013;"Osrednjeslovenska";"ženske";"Skupaj";1747
"2137";2013;"Osrednjeslovenska";"ženske";"15-64";1744
"2138";2013;"Osrednjeslovenska";"ženske";"15-24";1012
"2139";2013;"Osrednjeslovenska";"ženske";"25-34";1423
"2140";2013;"Osrednjeslovenska";"ženske";"35-44";1796
"2141";2013;"Osrednjeslovenska";"ženske";"45-54";1799
"2142";2013;"Osrednjeslovenska";"ženske";"55-64";2097
"2143";2014;"Osrednjeslovenska";"ženske";"Skupaj";1787
"2144";2014;"Osrednjeslovenska";"ženske";"15-64";1784
"2145";2014;"Osrednjeslovenska";"ženske";"15-24";1006
"2146";2014;"Osrednjeslovenska";"ženske";"25-34";1434
"2147";2014;"Osrednjeslovenska";"ženske";"35-44";1828
"2148";2014;"Osrednjeslovenska";"ženske";"45-54";1843
"2149";2014;"Osrednjeslovenska";"ženske";"55-64";2089
"2150";2015;"Osrednjeslovenska";"ženske";"Skupaj";1806
"2151";2015;"Osrednjeslovenska";"ženske";"15-64";1803
"2152";2015;"Osrednjeslovenska";"ženske";"15-24";1027
"2153";2015;"Osrednjeslovenska";"ženske";"25-34";1433
"2154";2015;"Osrednjeslovenska";"ženske";"35-44";1840
"2155";2015;"Osrednjeslovenska";"ženske";"45-54";1870
"2156";2015;"Osrednjeslovenska";"ženske";"55-64";2070
"2157";2016;"Osrednjeslovenska";"ženske";"Skupaj";1838
"2158";2016;"Osrednjeslovenska";"ženske";"15-64";1835
"2159";2016;"Osrednjeslovenska";"ženske";"15-24";1051
"2160";2016;"Osrednjeslovenska";"ženske";"25-34";1433
"2161";2016;"Osrednjeslovenska";"ženske";"35-44";1859
"2162";2016;"Osrednjeslovenska";"ženske";"45-54";1923
"2163";2016;"Osrednjeslovenska";"ženske";"55-64";2085
"2164";2017;"Osrednjeslovenska";"ženske";"Skupaj";1876
"2165";2017;"Osrednjeslovenska";"ženske";"15-64";1871
"2166";2017;"Osrednjeslovenska";"ženske";"15-24";1078
"2167";2017;"Osrednjeslovenska";"ženske";"25-34";1468
"2168";2017;"Osrednjeslovenska";"ženske";"35-44";1890
"2169";2017;"Osrednjeslovenska";"ženske";"45-54";1969
"2170";2017;"Osrednjeslovenska";"ženske";"55-64";2090
"2171";2018;"Osrednjeslovenska";"ženske";"Skupaj";1926
"2172";2018;"Osrednjeslovenska";"ženske";"15-64";1922
"2173";2018;"Osrednjeslovenska";"ženske";"15-24";1117
"2174";2018;"Osrednjeslovenska";"ženske";"25-34";1519
"2175";2018;"Osrednjeslovenska";"ženske";"35-44";1925
"2176";2018;"Osrednjeslovenska";"ženske";"45-54";2041
"2177";2018;"Osrednjeslovenska";"ženske";"55-64";2126
"2178";2019;"Osrednjeslovenska";"ženske";"Skupaj";2017
"2179";2019;"Osrednjeslovenska";"ženske";"15-64";2011
"2180";2019;"Osrednjeslovenska";"ženske";"15-24";1159
"2181";2019;"Osrednjeslovenska";"ženske";"25-34";1592
"2182";2019;"Osrednjeslovenska";"ženske";"35-44";2008
"2183";2019;"Osrednjeslovenska";"ženske";"45-54";2150
"2184";2019;"Osrednjeslovenska";"ženske";"55-64";2217
"2185";2008;"Osrednjeslovenska";"Skupaj";"Skupaj";1620
"2186";2008;"Osrednjeslovenska";"Skupaj";"15-64";1615
"2187";2008;"Osrednjeslovenska";"Skupaj";"15-24";917
"2188";2008;"Osrednjeslovenska";"Skupaj";"25-34";1391
"2189";2008;"Osrednjeslovenska";"Skupaj";"35-44";1678
"2190";2008;"Osrednjeslovenska";"Skupaj";"45-54";1663
"2191";2008;"Osrednjeslovenska";"Skupaj";"55-64";2001
"2192";2009;"Osrednjeslovenska";"Skupaj";"Skupaj";1677
"2193";2009;"Osrednjeslovenska";"Skupaj";"15-64";1671
"2194";2009;"Osrednjeslovenska";"Skupaj";"15-24";936
"2195";2009;"Osrednjeslovenska";"Skupaj";"25-34";1411
"2196";2009;"Osrednjeslovenska";"Skupaj";"35-44";1743
"2197";2009;"Osrednjeslovenska";"Skupaj";"45-54";1743
"2198";2009;"Osrednjeslovenska";"Skupaj";"55-64";2089
"2199";2010;"Osrednjeslovenska";"Skupaj";"Skupaj";1739
"2200";2010;"Osrednjeslovenska";"Skupaj";"15-64";1733
"2201";2010;"Osrednjeslovenska";"Skupaj";"15-24";994
"2202";2010;"Osrednjeslovenska";"Skupaj";"25-34";1457
"2203";2010;"Osrednjeslovenska";"Skupaj";"35-44";1808
"2204";2010;"Osrednjeslovenska";"Skupaj";"45-54";1804
"2205";2010;"Osrednjeslovenska";"Skupaj";"55-64";2175
"2206";2011;"Osrednjeslovenska";"Skupaj";"Skupaj";1779
"2207";2011;"Osrednjeslovenska";"Skupaj";"15-64";1773
"2208";2011;"Osrednjeslovenska";"Skupaj";"15-24";1034
"2209";2011;"Osrednjeslovenska";"Skupaj";"25-34";1471
"2210";2011;"Osrednjeslovenska";"Skupaj";"35-44";1845
"2211";2011;"Osrednjeslovenska";"Skupaj";"45-54";1849
"2212";2011;"Osrednjeslovenska";"Skupaj";"55-64";2181
"2213";2012;"Osrednjeslovenska";"Skupaj";"Skupaj";1797
"2214";2012;"Osrednjeslovenska";"Skupaj";"15-64";1791
"2215";2012;"Osrednjeslovenska";"Skupaj";"15-24";1037
"2216";2012;"Osrednjeslovenska";"Skupaj";"25-34";1476
"2217";2012;"Osrednjeslovenska";"Skupaj";"35-44";1876
"2218";2012;"Osrednjeslovenska";"Skupaj";"45-54";1868
"2219";2012;"Osrednjeslovenska";"Skupaj";"55-64";2175
"2220";2013;"Osrednjeslovenska";"Skupaj";"Skupaj";1792
"2221";2013;"Osrednjeslovenska";"Skupaj";"15-64";1786
"2222";2013;"Osrednjeslovenska";"Skupaj";"15-24";1051
"2223";2013;"Osrednjeslovenska";"Skupaj";"25-34";1460
"2224";2013;"Osrednjeslovenska";"Skupaj";"35-44";1865
"2225";2013;"Osrednjeslovenska";"Skupaj";"45-54";1863
"2226";2013;"Osrednjeslovenska";"Skupaj";"55-64";2100
"2227";2014;"Osrednjeslovenska";"Skupaj";"Skupaj";1823
"2228";2014;"Osrednjeslovenska";"Skupaj";"15-64";1818
"2229";2014;"Osrednjeslovenska";"Skupaj";"15-24";1083
"2230";2014;"Osrednjeslovenska";"Skupaj";"25-34";1475
"2231";2014;"Osrednjeslovenska";"Skupaj";"35-44";1888
"2232";2014;"Osrednjeslovenska";"Skupaj";"45-54";1900
"2233";2014;"Osrednjeslovenska";"Skupaj";"55-64";2085
"2234";2015;"Osrednjeslovenska";"Skupaj";"Skupaj";1849
"2235";2015;"Osrednjeslovenska";"Skupaj";"15-64";1843
"2236";2015;"Osrednjeslovenska";"Skupaj";"15-24";1105
"2237";2015;"Osrednjeslovenska";"Skupaj";"25-34";1479
"2238";2015;"Osrednjeslovenska";"Skupaj";"35-44";1914
"2239";2015;"Osrednjeslovenska";"Skupaj";"45-54";1934
"2240";2015;"Osrednjeslovenska";"Skupaj";"55-64";2078
"2241";2016;"Osrednjeslovenska";"Skupaj";"Skupaj";1879
"2242";2016;"Osrednjeslovenska";"Skupaj";"15-64";1871
"2243";2016;"Osrednjeslovenska";"Skupaj";"15-24";1121
"2244";2016;"Osrednjeslovenska";"Skupaj";"25-34";1487
"2245";2016;"Osrednjeslovenska";"Skupaj";"35-44";1929
"2246";2016;"Osrednjeslovenska";"Skupaj";"45-54";1984
"2247";2016;"Osrednjeslovenska";"Skupaj";"55-64";2093
"2248";2017;"Osrednjeslovenska";"Skupaj";"Skupaj";1909
"2249";2017;"Osrednjeslovenska";"Skupaj";"15-64";1901
"2250";2017;"Osrednjeslovenska";"Skupaj";"15-24";1141
"2251";2017;"Osrednjeslovenska";"Skupaj";"25-34";1518
"2252";2017;"Osrednjeslovenska";"Skupaj";"35-44";1945
"2253";2017;"Osrednjeslovenska";"Skupaj";"45-54";2027
"2254";2017;"Osrednjeslovenska";"Skupaj";"55-64";2108
"2255";2018;"Osrednjeslovenska";"Skupaj";"Skupaj";1968
"2256";2018;"Osrednjeslovenska";"Skupaj";"15-64";1961
"2257";2018;"Osrednjeslovenska";"Skupaj";"15-24";1192
"2258";2018;"Osrednjeslovenska";"Skupaj";"25-34";1585
"2259";2018;"Osrednjeslovenska";"Skupaj";"35-44";1996
"2260";2018;"Osrednjeslovenska";"Skupaj";"45-54";2106
"2261";2018;"Osrednjeslovenska";"Skupaj";"55-64";2152
"2262";2019;"Osrednjeslovenska";"Skupaj";"Skupaj";2049
"2263";2019;"Osrednjeslovenska";"Skupaj";"15-64";2040
"2264";2019;"Osrednjeslovenska";"Skupaj";"15-24";1240
"2265";2019;"Osrednjeslovenska";"Skupaj";"25-34";1660
"2266";2019;"Osrednjeslovenska";"Skupaj";"35-44";2075
"2267";2019;"Osrednjeslovenska";"Skupaj";"45-54";2203
"2268";2019;"Osrednjeslovenska";"Skupaj";"55-64";2225
"2269";2008;"Gorenjska";"moški";"Skupaj";1514
"2270";2008;"Gorenjska";"moški";"15-64";1510
"2271";2008;"Gorenjska";"moški";"15-24";956
"2272";2008;"Gorenjska";"moški";"25-34";1340
"2273";2008;"Gorenjska";"moški";"35-44";1623
"2274";2008;"Gorenjska";"moški";"45-54";1567
"2275";2008;"Gorenjska";"moški";"55-64";1738
"2276";2009;"Gorenjska";"moški";"Skupaj";1516
"2277";2009;"Gorenjska";"moški";"15-64";1513
"2278";2009;"Gorenjska";"moški";"15-24";942
"2279";2009;"Gorenjska";"moški";"25-34";1330
"2280";2009;"Gorenjska";"moški";"35-44";1628
"2281";2009;"Gorenjska";"moški";"45-54";1581
"2282";2009;"Gorenjska";"moški";"55-64";1749
"2283";2010;"Gorenjska";"moški";"Skupaj";1586
"2284";2010;"Gorenjska";"moški";"15-64";1582
"2285";2010;"Gorenjska";"moški";"15-24";1001
"2286";2010;"Gorenjska";"moški";"25-34";1385
"2287";2010;"Gorenjska";"moški";"35-44";1697
"2288";2010;"Gorenjska";"moški";"45-54";1653
"2289";2010;"Gorenjska";"moški";"55-64";1830
"2290";2011;"Gorenjska";"moški";"Skupaj";1635
"2291";2011;"Gorenjska";"moški";"15-64";1632
"2292";2011;"Gorenjska";"moški";"15-24";1058
"2293";2011;"Gorenjska";"moški";"25-34";1418
"2294";2011;"Gorenjska";"moški";"35-44";1728
"2295";2011;"Gorenjska";"moški";"45-54";1723
"2296";2011;"Gorenjska";"moški";"55-64";1858
"2297";2012;"Gorenjska";"moški";"Skupaj";1664
"2298";2012;"Gorenjska";"moški";"15-64";1660
"2299";2012;"Gorenjska";"moški";"15-24";1067
"2300";2012;"Gorenjska";"moški";"25-34";1427
"2301";2012;"Gorenjska";"moški";"35-44";1766
"2302";2012;"Gorenjska";"moški";"45-54";1748
"2303";2012;"Gorenjska";"moški";"55-64";1896
"2304";2013;"Gorenjska";"moški";"Skupaj";1666
"2305";2013;"Gorenjska";"moški";"15-64";1663
"2306";2013;"Gorenjska";"moški";"15-24";1088
"2307";2013;"Gorenjska";"moški";"25-34";1414
"2308";2013;"Gorenjska";"moški";"35-44";1759
"2309";2013;"Gorenjska";"moški";"45-54";1754
"2310";2013;"Gorenjska";"moški";"55-64";1868
"2311";2014;"Gorenjska";"moški";"Skupaj";1710
"2312";2014;"Gorenjska";"moški";"15-64";1707
"2313";2014;"Gorenjska";"moški";"15-24";1134
"2314";2014;"Gorenjska";"moški";"25-34";1438
"2315";2014;"Gorenjska";"moški";"35-44";1791
"2316";2014;"Gorenjska";"moški";"45-54";1822
"2317";2014;"Gorenjska";"moški";"55-64";1860
"2318";2015;"Gorenjska";"moški";"Skupaj";1737
"2319";2015;"Gorenjska";"moški";"15-64";1735
"2320";2015;"Gorenjska";"moški";"15-24";1150
"2321";2015;"Gorenjska";"moški";"25-34";1446
"2322";2015;"Gorenjska";"moški";"35-44";1814
"2323";2015;"Gorenjska";"moški";"45-54";1853
"2324";2015;"Gorenjska";"moški";"55-64";1913
"2325";2016;"Gorenjska";"moški";"Skupaj";1783
"2326";2016;"Gorenjska";"moški";"15-64";1780
"2327";2016;"Gorenjska";"moški";"15-24";1182
"2328";2016;"Gorenjska";"moški";"25-34";1468
"2329";2016;"Gorenjska";"moški";"35-44";1855
"2330";2016;"Gorenjska";"moški";"45-54";1920
"2331";2016;"Gorenjska";"moški";"55-64";1944
"2332";2017;"Gorenjska";"moški";"Skupaj";1819
"2333";2017;"Gorenjska";"moški";"15-64";1814
"2334";2017;"Gorenjska";"moški";"15-24";1211
"2335";2017;"Gorenjska";"moški";"25-34";1513
"2336";2017;"Gorenjska";"moški";"35-44";1872
"2337";2017;"Gorenjska";"moški";"45-54";1966
"2338";2017;"Gorenjska";"moški";"55-64";1963
"2339";2018;"Gorenjska";"moški";"Skupaj";1890
"2340";2018;"Gorenjska";"moški";"15-64";1887
"2341";2018;"Gorenjska";"moški";"15-24";1265
"2342";2018;"Gorenjska";"moški";"25-34";1592
"2343";2018;"Gorenjska";"moški";"35-44";1948
"2344";2018;"Gorenjska";"moški";"45-54";2060
"2345";2018;"Gorenjska";"moški";"55-64";1994
"2346";2019;"Gorenjska";"moški";"Skupaj";1940
"2347";2019;"Gorenjska";"moški";"15-64";1936
"2348";2019;"Gorenjska";"moški";"15-24";1308
"2349";2019;"Gorenjska";"moški";"25-34";1643
"2350";2019;"Gorenjska";"moški";"35-44";1978
"2351";2019;"Gorenjska";"moški";"45-54";2135
"2352";2019;"Gorenjska";"moški";"55-64";2069
"2353";2008;"Gorenjska";"ženske";"Skupaj";1352
"2354";2008;"Gorenjska";"ženske";"15-64";1351
"2355";2008;"Gorenjska";"ženske";"15-24";875
"2356";2008;"Gorenjska";"ženske";"25-34";1203
"2357";2008;"Gorenjska";"ženske";"35-44";1370
"2358";2008;"Gorenjska";"ženske";"45-54";1413
"2359";2008;"Gorenjska";"ženske";"55-64";1830
"2360";2009;"Gorenjska";"ženske";"Skupaj";1421
"2361";2009;"Gorenjska";"ženske";"15-64";1421
"2362";2009;"Gorenjska";"ženske";"15-24";902
"2363";2009;"Gorenjska";"ženske";"25-34";1241
"2364";2009;"Gorenjska";"ženske";"35-44";1450
"2365";2009;"Gorenjska";"ženske";"45-54";1483
"2366";2009;"Gorenjska";"ženske";"55-64";1910
"2367";2010;"Gorenjska";"ženske";"Skupaj";1475
"2368";2010;"Gorenjska";"ženske";"15-64";1475
"2369";2010;"Gorenjska";"ženske";"15-24";947
"2370";2010;"Gorenjska";"ženske";"25-34";1293
"2371";2010;"Gorenjska";"ženske";"35-44";1500
"2372";2010;"Gorenjska";"ženske";"45-54";1537
"2373";2010;"Gorenjska";"ženske";"55-64";1968
"2374";2011;"Gorenjska";"ženske";"Skupaj";1509
"2375";2011;"Gorenjska";"ženske";"15-64";1508
"2376";2011;"Gorenjska";"ženske";"15-24";986
"2377";2011;"Gorenjska";"ženske";"25-34";1305
"2378";2011;"Gorenjska";"ženske";"35-44";1541
"2379";2011;"Gorenjska";"ženske";"45-54";1555
"2380";2011;"Gorenjska";"ženske";"55-64";1968
"2381";2012;"Gorenjska";"ženske";"Skupaj";1528
"2382";2012;"Gorenjska";"ženske";"15-64";1527
"2383";2012;"Gorenjska";"ženske";"15-24";993
"2384";2012;"Gorenjska";"ženske";"25-34";1326
"2385";2012;"Gorenjska";"ženske";"35-44";1565
"2386";2012;"Gorenjska";"ženske";"45-54";1558
"2387";2012;"Gorenjska";"ženske";"55-64";1964
"2388";2013;"Gorenjska";"ženske";"Skupaj";1517
"2389";2013;"Gorenjska";"ženske";"15-64";1516
"2390";2013;"Gorenjska";"ženske";"15-24";979
"2391";2013;"Gorenjska";"ženske";"25-34";1306
"2392";2013;"Gorenjska";"ženske";"35-44";1553
"2393";2013;"Gorenjska";"ženske";"45-54";1546
"2394";2013;"Gorenjska";"ženske";"55-64";1848
"2395";2014;"Gorenjska";"ženske";"Skupaj";1552
"2396";2014;"Gorenjska";"ženske";"15-64";1552
"2397";2014;"Gorenjska";"ženske";"15-24";1004
"2398";2014;"Gorenjska";"ženske";"25-34";1318
"2399";2014;"Gorenjska";"ženske";"35-44";1586
"2400";2014;"Gorenjska";"ženske";"45-54";1577
"2401";2014;"Gorenjska";"ženske";"55-64";1840
"2402";2015;"Gorenjska";"ženske";"Skupaj";1561
"2403";2015;"Gorenjska";"ženske";"15-64";1560
"2404";2015;"Gorenjska";"ženske";"15-24";1003
"2405";2015;"Gorenjska";"ženske";"25-34";1313
"2406";2015;"Gorenjska";"ženske";"35-44";1586
"2407";2015;"Gorenjska";"ženske";"45-54";1597
"2408";2015;"Gorenjska";"ženske";"55-64";1792
"2409";2016;"Gorenjska";"ženske";"Skupaj";1607
"2410";2016;"Gorenjska";"ženske";"15-64";1607
"2411";2016;"Gorenjska";"ženske";"15-24";1026
"2412";2016;"Gorenjska";"ženske";"25-34";1323
"2413";2016;"Gorenjska";"ženske";"35-44";1630
"2414";2016;"Gorenjska";"ženske";"45-54";1652
"2415";2016;"Gorenjska";"ženske";"55-64";1832
"2416";2017;"Gorenjska";"ženske";"Skupaj";1646
"2417";2017;"Gorenjska";"ženske";"15-64";1644
"2418";2017;"Gorenjska";"ženske";"15-24";1080
"2419";2017;"Gorenjska";"ženske";"25-34";1360
"2420";2017;"Gorenjska";"ženske";"35-44";1657
"2421";2017;"Gorenjska";"ženske";"45-54";1704
"2422";2017;"Gorenjska";"ženske";"55-64";1829
"2423";2018;"Gorenjska";"ženske";"Skupaj";1696
"2424";2018;"Gorenjska";"ženske";"15-64";1695
"2425";2018;"Gorenjska";"ženske";"15-24";1112
"2426";2018;"Gorenjska";"ženske";"25-34";1418
"2427";2018;"Gorenjska";"ženske";"35-44";1707
"2428";2018;"Gorenjska";"ženske";"45-54";1755
"2429";2018;"Gorenjska";"ženske";"55-64";1871
"2430";2019;"Gorenjska";"ženske";"Skupaj";1768
"2431";2019;"Gorenjska";"ženske";"15-64";1767
"2432";2019;"Gorenjska";"ženske";"15-24";1152
"2433";2019;"Gorenjska";"ženske";"25-34";1469
"2434";2019;"Gorenjska";"ženske";"35-44";1775
"2435";2019;"Gorenjska";"ženske";"45-54";1849
"2436";2019;"Gorenjska";"ženske";"55-64";1941
